./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|1.3288421630859375|2|29|6|pFMDiag|Sat4j|0|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|58.591450452804565|2|29|6|pFMDiag|Sat4j|50|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|116.74158358573914|2|29|6|pFMDiag|Sat4j|100|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|1.0260531902313232|3|21|5|pFMDiag|Sat4j|0|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|48.37317419052124|4|21|5|pFMDiag|Sat4j|50|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|95.75170636177063|4|21|5|pFMDiag|Sat4j|100|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|1.126831293106079|1|19|4|pFMDiag|Sat4j|0|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|50.898382902145386|4|19|4|pFMDiag|Sat4j|50|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|103.19256782531738|2|19|4|pFMDiag|Sat4j|100|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|1.0247890949249268|3|13|3|pFMDiag|Sat4j|0|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|47.176578521728516|3|13|3|pFMDiag|Sat4j|50|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|92.48874354362488|3|13|3|pFMDiag|Sat4j|100|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|1.5121805667877197|1|13|2|pFMDiag|Sat4j|0|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|72.39417219161987|1|13|2|pFMDiag|Sat4j|50|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|140.28296566009521|1|13|2|pFMDiag|Sat4j|100|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|1.5539026260375977|1|7|1|pFMDiag|Sat4j|0|[(1860, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|68.80128383636475|1|7|1|pFMDiag|Sat4j|50|[(1860, [1016])]
